query_id,Query,Dataset,Failure Type,Doc in Top-5
q_d9b0051c5458982c,does late payments affect your credit score,ms_marco,Ranking Error,1
q_fca86fa2616b578a,the top leader in that's running for president,ms_marco,Ranking Error,1
q_708d8d80d8e0cd66,What is the last name of the player who bumped the ball away from Manning in the fourth quarter of Super Bowl 50?,squad,Ranking Error,1
q_fed2ffa5428f44fa,what kind of dog does jennifer aniston have,ms_marco,Ranking Error,1
q_3766c5ac29873153,what is ponzu made of,ms_marco,Ranking Error,1
q_b989f1912853483a,which hormone is responsible for eating,ms_marco,Ranking Error,1
q_94e1b212b39f7caa,definition of muscle pain,ms_marco,Semantic Miss,0
q_45c66f71b11948bd,what constitutes a scientific name,ms_marco,Semantic Miss,0
q_f662b89f1e80b141,define causality,ms_marco,Ranking Error,1
q_e2f51e625096c277,cozumel weather in february,ms_marco,Ranking Error,1
q_44aedae3a10512f3,what system are affected by heart diseases,ms_marco,Ranking Error,1
q_3ca1dc99d90d178d,what does a trapeze artist wear,ms_marco,Semantic Miss,0
q_ca56d233f858d322,what region is indiana in,ms_marco,Ranking Error,1
q_5b14d0f832bf245a,relative humidity vs absolute humidity,ms_marco,Ranking Error,1
q_51329a2294634669,what does MENSA mean,ms_marco,Ranking Error,1
q_a7ea92ff92d448c3,cost of fence installation,ms_marco,Ranking Error,1
q_9226e20267cfe13c,types of toxins produced by snakes,ms_marco,Ranking Error,1
q_c0d4e48129f113a5,what do mourning doves eat,ms_marco,Ranking Error,1
q_4add24eabf90fea0,what kind of chickens are black,ms_marco,Ranking Error,1
q_a4f425f743152bd2,what is a cohesive essay,ms_marco,Ranking Error,1
q_aae7a3ec1956f7c0,how much money does medical doctor make in canada,ms_marco,Semantic Miss,0
q_360ba2a7f26004f4,are a levels further or secondary education,ms_marco,Ranking Error,1
q_ae1341a7b53e6fb5,how does exercise affect your lung capacity,ms_marco,Ranking Error,1
q_b7f4ab722290ac95,foods that are bad for gout,ms_marco,Semantic Miss,0
q_f3a3f5e21f0c644e,what ph is for milkweed,ms_marco,Ranking Error,1
q_2f06294880a8d8c8,how is the great barrier reef managed,ms_marco,Ranking Error,1
q_bfe16fed407f888d,is orbitz owned by delta,ms_marco,Ranking Error,1
q_e82a0d12ea7772e1,the delicate layer of the meninges closely applied to the brain is,ms_marco,Ranking Error,1
q_5274a4db0c9b6d2e,what nutrients does a teenager need,ms_marco,Semantic Miss,0
q_f262e4b3638abbbb,Disable abbreviations.,code_search_net,Ranking Error,1
q_f080f26f9050e325,when were airbags developed,ms_marco,Ranking Error,1
q_0b00418cd5c657c9,what is the song title in the movie called what happens in vegas,ms_marco,Ranking Error,1
q_9cab19bfb1abb287,how many degrees fahrenheit for child fever,ms_marco,Ranking Error,1
q_379ec40b6982d02a,what is contribution contribution,ms_marco,Ranking Error,1
q_ef5bf467dc27af5d,why is the river severn called the river severn,ms_marco,Ranking Error,1
q_82c75681b32f20e1,average cost of stained concrete job,ms_marco,Ranking Error,1
q_7cfc66821e074a31,Init client,code_search_net,Ranking Error,1
q_cdf6ba46204f50f4,maximum span for lintel,ms_marco,Ranking Error,1
q_d07c4a35af9180c1,how long does a roast chicken last in the refrigerator,ms_marco,Ranking Error,1
q_10f2a7e5a6021528,how long does it take a baby duck to hatch,ms_marco,Ranking Error,1
q_40dfabe319448fbc,When did he first get out of bed following the accident?,squad,Ranking Error,1
q_a5965c67d90b75ae,do you need power meter for your road bike,ms_marco,Ranking Error,1
q_7f3dcfd338467bbb,what is technical perspective,ms_marco,Ranking Error,1
q_cf16f3c3fb0062a3,Run analysis.,code_search_net,Ranking Error,1
q_40070248971a1c95,where is gallaudet university located,ms_marco,Ranking Error,1
q_1ac131f974e7e95c,what does intensity of light mean,ms_marco,Ranking Error,1
q_1e5df2c2b30ef756,what does secretions mean,ms_marco,Ranking Error,1
q_cbb3472606b592cf,what is dk,ms_marco,Ranking Error,1
q_af8a8394438bdc66,hydronic heating cost,ms_marco,Ranking Error,1
q_51f1ce75ce93c889,how i can make money fast,ms_marco,Semantic Miss,0
q_62ce4a803e729701,why was the heian period given its name,ms_marco,Ranking Error,1
q_bf0720a9cb798633,what is a two digit numbers,ms_marco,Ranking Error,1
q_6b3bc4a05593313f,what is an average amount to spend on health insurance a month,ms_marco,Ranking Error,1
q_f8b0a54d69c3cf5b,is protaras in larnaca,ms_marco,Ranking Error,1
q_1a175909ae3a814d,where was chayanne born,ms_marco,Ranking Error,1
q_0d844fe3382981c4,what kind of mining is bentonite,ms_marco,Semantic Miss,0
q_d995105152893cfd,dog gestation period,ms_marco,Ranking Error,1
q_e00e5070be047156,what gender does cystic fibrosis affect,ms_marco,Ranking Error,1
q_50c2d5295d993ccd,how long can you keep chicken cutlets in the freezer,ms_marco,Semantic Miss,0
q_d767d238b9947c61,Biological species concept definition,ms_marco,Ranking Error,1
q_b6aa341576233601,define hydrogen,ms_marco,Ranking Error,1
q_7f9095ad288e5975,typical underwriting fee,ms_marco,Ranking Error,1
q_c34510f881b9f27e,what kind of food do dogs eat,ms_marco,Ranking Error,1
q_c5e61540af22843d,who was in the limo when jfk was shot,ms_marco,Semantic Miss,0
q_a1cea5315b148227,where in the brain are eye movements controlled,ms_marco,Ranking Error,1
q_c2657ca27c72c3d4,what does hip do,ms_marco,Ranking Error,1
q_daea9d858a25f34b,what kind of disorder is adhd,ms_marco,Ranking Error,1
q_a3d847826eafb4b0,is xmlhttp data secure,ms_marco,Ranking Error,1
q_ffd06f946ac08dc4,What are the names of the salivary glands located anterior to the ear,ms_marco,Semantic Miss,0
q_36fd09e76a107cb1,how can you become a faster reader,ms_marco,Semantic Miss,0
q_95450f1ecdc141b8,what is atomic number radiology,ms_marco,Ranking Error,1
q_984088097c6931ee,what is barramundi,ms_marco,Ranking Error,1
q_08b69617dc9cba84,average cost for cal lutheran university,ms_marco,Ranking Error,1
q_4b17113cc8941440,what is cabergoline used for,ms_marco,Semantic Miss,0
q_dc9c46b3e2d173a9,can heat wave cause mouth ulcers,ms_marco,Ranking Error,1
q_9908843f2aa4f143,how to use movie maker,ms_marco,Ranking Error,1
q_59c931e7971b56a0,what was the goal of the prohibition movement,ms_marco,Ranking Error,1
q_d445e38c0fbadee5,What creatures were the most popular monsters in the series?,squad,Ranking Error,1
q_16daeb3dcadc47df,Test WiFi Signal Strength,ms_marco,Ranking Error,1
q_dddf3999f73bbec2,what causes a hoarse voice,ms_marco,Ranking Error,1
q_8059c8193c828a55,push definition,ms_marco,Ranking Error,1
q_8981812ece310919,what vitamins are in fresh pineapple,ms_marco,Ranking Error,1
q_066f89516ad8df05,is myalgia contagious,ms_marco,Ranking Error,1
q_4e5eb1d7fa62ace2,what theories did galileo disprove,ms_marco,Ranking Error,1
q_fe5ab39568af46cf,meaning of the name ethan,ms_marco,Ranking Error,1
q_87112b22a855ada8,does tesla negotiate price,ms_marco,Ranking Error,1
q_d85d638016c1fc76,what is the average attention span of a child,ms_marco,Semantic Miss,0
q_4cb0c2e1b018301a,types of onions names,ms_marco,Ranking Error,1
q_365cc7cbcfbdf848,genus name for algae,ms_marco,Ranking Error,1
q_2c647f38623e1c8e,how long to get masters degree,ms_marco,Ranking Error,1
q_5d1e2890c956a509,tsh blood test normal range,ms_marco,Ranking Error,1
q_2becbd082928fefb,http://stackoverflow.com/questions/7900944/read-write-classes-to-files-in-an-efficent-way,code_search_net,Ranking Error,1
q_351d910832f84e37,what is rhodium plate,ms_marco,Ranking Error,1
q_517d9a1aee8d8faf,what is plexus for,ms_marco,Semantic Miss,0
q_5b81bf59cdbf4e40,what particles make up a proton,ms_marco,Ranking Error,1
q_01f56e80c6f2bb2b,what is the fee for return receipt for usps mail,ms_marco,Semantic Miss,0
q_d8e0a5db53a39b98,what continent is australia,ms_marco,Semantic Miss,0
q_fd4dbaa564d3c0ab,what does a tectonic plate do,ms_marco,Semantic Miss,0
q_d83a80f3c8238dfa,what is mojo mean,ms_marco,Ranking Error,1
q_f0088e3090f9b327,how to estimate what my business is worth,ms_marco,Ranking Error,1
q_4b8ab870a9126e86,how many days do you have to take tessalon perles,ms_marco,Ranking Error,1
q_decad5438c25ebba,which range of mountains is growing the fastest the himalayas or the andes,ms_marco,Ranking Error,1
q_c83bc67fe085e153,who made the enigma machine,ms_marco,Semantic Miss,0
q_c2a8d28d2212897d,Handles unlocking,code_search_net,Ranking Error,1
q_7ad3f38e66198402,what were yorkshire terriers bred for,ms_marco,Ranking Error,1
q_0075e454d8d94583,what kinds of food it bad for the heart,ms_marco,Ranking Error,1
q_9df7c45b7dddf1b0,where does the southern accent come from,ms_marco,Ranking Error,1
q_1935ba9ab2ab378c,Login to enedis.,code_search_net,Ranking Error,1
q_3849a0c983b24ba8,how long does a college lacrosse game last,ms_marco,Ranking Error,1
q_6b8d95c7eb87f0c7,which rhetorical device uses examples,ms_marco,Ranking Error,1
q_a0d52633d06ca1a1,broncos.schedule,ms_marco,Ranking Error,1
q_5940296819af22b0,what type of company is tidal,ms_marco,Ranking Error,1
q_4fbe15b01d8996cf,What is the term for anything that can cause cancer?,sciq,Ranking Error,1
q_0e7afb68c0a4ec3a,what is propofol sedation,ms_marco,Ranking Error,1
q_fc56d3efbf4c5b8d,what is keirin,ms_marco,Semantic Miss,0
q_49f91b770e934e3c,dod per diems,ms_marco,Ranking Error,1
q_94a1962e20e12280,what are the uses of radon,ms_marco,Semantic Miss,0
q_b11a03943e015c45,where and who does gray wolf find its food,ms_marco,Ranking Error,1
q_05471359d57756e0,What is the name of San Francisco's stadium when looked at as a possibility for Super Bowl 50?,squad,Ranking Error,1
q_b49aa11453675846,what does rose quartz known for,ms_marco,Semantic Miss,0
q_4d86e7fb3081ebf1,what is carbon hydroxide,ms_marco,Ranking Error,1
q_ec5d378755b76471,what kind of romex for outlets,ms_marco,Semantic Miss,0
q_327b917122b3cd18,is menstruation the normal condition for humans,ms_marco,Ranking Error,1
q_070104e2cf60cd1d,how long is cooked shrimp good for in refrigerator,ms_marco,Ranking Error,1
q_35f84308f7345587,what is passivity,ms_marco,Ranking Error,1
q_74f10035d121b6eb,average temperature in vero beach florida in june,ms_marco,Ranking Error,1
q_f13c9261348344b3,requirements for being a correctional officer,ms_marco,Ranking Error,1
q_61edaa50683486fc,meanings of armenian name marianna,ms_marco,Ranking Error,1
q_7ab03c02643be828,age of earth bible,ms_marco,Ranking Error,1
q_0fc2dd0c48c3625d,who invented cotton candy,ms_marco,Ranking Error,1
q_0e21654c6d18338f,Init client,code_search_net,Ranking Error,1
q_a516c310cd0a2fef,average cost to polish concrete per square meter,ms_marco,Semantic Miss,0
q_7fa86557c4840c1f,"Water infiltrates the ground because soil and rock may have air spaces between the grains. these pores, or tiny holes, result in the rock's what?",sciq,Ranking Error,1
q_315b4d2019e76e07,how much does a giant flemish rabbits weigh,ms_marco,Ranking Error,1
q_ea71699e020382ea,what cow does water buffalo resemble,ms_marco,Ranking Error,1
q_4558ea1730d342a1,in what type of blood vessels are materials exchanged with the body cells,ms_marco,Ranking Error,1
q_e20e26ddb108db21,who invented induced currents,ms_marco,Ranking Error,1
q_40fa7480674d4f92,what is sitz bath,ms_marco,Ranking Error,1
q_3da62ee3c4f3a314,who invented the first vehicle,ms_marco,Ranking Error,1
q_57f6e6f38cb97c7d,what structure is modified in crayfish,ms_marco,Ranking Error,1
q_27f6f110c7bc5b31,what is benzedrine,ms_marco,Ranking Error,1
q_b74c36a025f58348,Staph infection is it contagious,ms_marco,Ranking Error,1
q_8196093ca4dcb08c,average salary for appliance technician,ms_marco,Ranking Error,1
q_1f05bbf32f81d787,what was the purpose of the treaty of ghent,ms_marco,Semantic Miss,0
q_12faa5b8814623a1,how long will homemade vegetable soup keep in the fridge,ms_marco,Ranking Error,1
q_4e1ada3c7d03d3af,it's a dui a misdemeanor or felony,ms_marco,Ranking Error,1
q_18d66f65c6f9993c,is sicl4 nonpolar,ms_marco,Ranking Error,1
q_4cf4351d4b6ff4bc,is larnaca in ayia napa,ms_marco,Semantic Miss,0
q_978ff5e2dbca2aa6,where do pumice stones originate,ms_marco,Ranking Error,1
q_8d6c2773bb1096a5,what type of tissue is the wall of the heart made of,ms_marco,Ranking Error,1
q_70cf494d57519f0d,Wrapper method,code_search_net,Ranking Error,1
q_e72c47aed3b5afca,what is the maximum amount of credit from residential energy credit,ms_marco,Semantic Miss,0
q_a5397017d44740d9,anna kendrick boyfriend,ms_marco,Ranking Error,1
q_b9b22924f457c685,calories in one pound of smoked turkey,ms_marco,Ranking Error,1
q_fff255f656312701,what is average markup percentage in retail,ms_marco,Ranking Error,1
q_31c487175d60e2d5,how much money do we spend because of obesity,ms_marco,Semantic Miss,0
q_bc8e0d18cfb0df8d,what is the average cost of cataract surgery in illinois,ms_marco,Ranking Error,1
q_d3b6097e5c82238c,how long can vegetarian chili stay in the fridge,ms_marco,Semantic Miss,0
q_5cd4738724bc8227,merely definition,ms_marco,Ranking Error,1
q_1d6f49aa6a3531d3,where does the horse originated from,ms_marco,Ranking Error,1
q_059767e0d2e38371,how long it can take to get tax refund back,ms_marco,Semantic Miss,0
q_6d552dca253d9f56,what can you do if your employer fails to pay you,ms_marco,Ranking Error,1
q_3324286efe5a2207,What natural destructive element cuts away at rock forming river valleys?,sciq,Ranking Error,1
q_cea84ca4da1a3c10,cost per square metre tarmac driveway,ms_marco,Ranking Error,1
q_e8b8b3a330f57c58,osteoarthritis usually is caused by,ms_marco,Ranking Error,1
q_79d36e7b970ac04a,how long can cooked chicken be in the fridge,ms_marco,Ranking Error,1
q_f68f9a6316de7ba6,how much does it cost for a crown without insurance,ms_marco,Ranking Error,1
q_cc043153f1f744d7,do I need flood insurance,ms_marco,Ranking Error,1
q_aacd32a9fda8285e,Compose link to UCSC.,code_search_net,Ranking Error,1
q_b2c50d0a944fc33f,what does carino mean,ms_marco,Ranking Error,1
q_fd15b87c6bf6d12c,what is a reaction,ms_marco,Ranking Error,1
q_db986748fd309ea7,what type of archetypal hero is luke skywalker,ms_marco,Ranking Error,1
q_f5d21717ca0a95fe,where is rait castle,ms_marco,Semantic Miss,0
q_b4e9f8f4f844133b,list of foods that are starches,ms_marco,Ranking Error,1
q_bbbfa41e230c798e,average salary for primary school teacher,ms_marco,Ranking Error,1
q_54e1bd006b6f061a,what are schizophrenic hallucinations,ms_marco,Ranking Error,1
q_9d9ef07e6b05228a,nc jury duty age limit,ms_marco,Ranking Error,1
q_0569ea6fab69c230,what are phenotypes,ms_marco,Semantic Miss,0
q_06c9bced5352a716,what food has vitamin e,ms_marco,Semantic Miss,0
q_6b3bdb3ac908ebd4,what are the short branched extensions on a nerve called,ms_marco,Ranking Error,1
q_ea87b0ea34b1dc50,what are legumes examples,ms_marco,Ranking Error,1
q_c918a507479252fe,spinal reflex definition,ms_marco,Ranking Error,1
q_b7736515c0f3b020,how did the great depression affect germany,ms_marco,Semantic Miss,0
q_fcbc5d6787bc5fc4,average dental implant cost,ms_marco,Ranking Error,1
q_5aa167b13ddd1f1e,what is chiropractic therapy,ms_marco,Ranking Error,1
q_54bd52122c5fa15b,what is tbt,ms_marco,Ranking Error,1
q_626a5151d9d30df2,what does conjunctivitis mean,ms_marco,Ranking Error,1
q_a6bba4de84bc26b4,what are canadian lynx babies called,ms_marco,Ranking Error,1
q_ff414d5df7f1d778,how to get from stuttgart to munich,ms_marco,Ranking Error,1
q_8ef3870f783fefb9,what is education credentials meaning,ms_marco,Ranking Error,1
q_36914a7f83829971,what is a pterodactyl dinosaur,ms_marco,Ranking Error,1
q_ce81750eed91e877,how many students take the act annually,ms_marco,Ranking Error,1
q_b37b6cf19e706c43,how long does caffeine stay in your system for,ms_marco,Ranking Error,1
q_908941ae110e6125,how much does best buy pay cashiers,ms_marco,Ranking Error,1
q_4a405c19d79457db,how to put a picture on a shirt without transfer paper,ms_marco,Ranking Error,1
q_78e9a92da7e808d7,can you deduct mileage on a rental car,ms_marco,Semantic Miss,0
q_193ed4dc229b817f,what does foreign language mean,ms_marco,Ranking Error,1
q_bdde2ccb016bb2b8,what does hydrogen mean,ms_marco,Semantic Miss,0
q_09ad609f744c3cbb,what is papaver somniferum,ms_marco,Ranking Error,1
q_7a3b7971ed24a9ed,times definition,ms_marco,Ranking Error,1
q_d9f6dd46fb3d611f,what is the bride entrance called,ms_marco,Ranking Error,1
q_be4c24c1e83daec7,is edamame a vegetable,ms_marco,Ranking Error,1
q_b0b7b28b79a809d6,can you make an ira contribution to a sep,ms_marco,Semantic Miss,0
q_3ba2b0df1853d2ae,do annelids have body segmentation,ms_marco,Semantic Miss,0
q_95a117fadab69088,what kind of volcano is yellowstone,ms_marco,Ranking Error,1
q_b4debf6dfdf1dfc4,what is a powwow,ms_marco,Ranking Error,1
q_e5346f33d204f5ab,normal reference range for iron,ms_marco,Ranking Error,1
q_d8dd870095b9e074,When was the last Super Bowl in California?,squad,Ranking Error,1
q_8c3771af2156b269,what does a feather tattoo mean,ms_marco,Semantic Miss,0
q_9f09c455fc3efdd8,repertoire definition,ms_marco,Ranking Error,1
q_367a095a3781e6bc,what is stone color,ms_marco,Ranking Error,1
q_0419ff68af815fa4,Hypoxia is a condition of the reduced supply of what?,sciq,Ranking Error,1
q_d6dadc455f007c29,how much does choreographers get paid,ms_marco,Ranking Error,1
q_4a281662cd77094f,can child transfer tuition to parent,ms_marco,Ranking Error,1
q_666f11898f600e7a,average house build cost,ms_marco,Ranking Error,1
q_73203e81d2f4d61d,interquartile range means,ms_marco,Ranking Error,1
q_8f123b21aefb5607,what does a thaad battery,ms_marco,Semantic Miss,0
q_192d61793b9e2ca8,where is maldon salt from,ms_marco,Ranking Error,1
q_fdb16e16faa5dfbb,what is cartilage simply,ms_marco,Ranking Error,1
q_392c28cc1200957c,what are germ,ms_marco,Ranking Error,1
q_274a7234fefd9003,Which is the best definition of food insecurity?,ms_marco,Ranking Error,1
