query,oracle_alpha,best_ndcg,ndcg_at_alpha1,curve_range,n_argmax_ties
what foods kill candida,0.65,0.2890648263178879,0.2890648263178879,0.2890648263178879,8
what foods kill candida,0.0,1.0,1.0,0.0,21
jaleel white net worth,0.85,0.6309297535714575,0.6309297535714575,0.20025319549806447,4
common causes of foot drop,0.85,1.0,1.0,0.6437928128919779,4
a middleman is a person who,0.9,1.0,1.0,0.36907024642854247,3
informal leadership,0.0,1.0,1.0,0.0,21
what are mandalorians,0.85,1.0,1.0,0.6437928128919779,4
what generation is helioptile,0.0,1.0,0.43067655807339306,0.5693234419266069,7
what county is southern pines in?,0.0,0.6309297535714575,0.6309297535714575,0.0,21
population of rockville,0.0,1.0,0.43067655807339306,0.5693234419266069,3
what is boltzmann constant,0.0,0.6309297535714575,0.5,0.13092975357145753,18
is cipro and zyvox related,0.45,1.0,1.0,0.5693234419266069,12
what is cath lab short for,0.2,0.43067655807339306,0.38685280723454163,0.09734322474005974,12
was jeff goldblum in death wish the movie?,0.9,0.5,0.5,0.11314719276545837,3
embeda er side effects,0.05,0.43067655807339306,0.43067655807339306,0.07446937096537087,10
hertz customer service salary,0.0,1.0,0.6309297535714575,0.36907024642854247,15
is malaria caused by a fungus,0.0,0.6309297535714575,0.2890648263178879,0.34186492725356965,7
cost of attendance suny albany,0.35,1.0,1.0,0.5,14
what does long term care mean,0.7,1.0,1.0,1.0,7
what cause pain in left side back,0.35,1.0,1.0,0.6437928128919779,14
symptoms of a allergic reaction to food,0.6,0.5,0.5,0.21093517368211212,8
symptoms of a allergic reaction to food,0.3,1.0,1.0,0.5693234419266069,15
serotonin syndrome types of medication,0.9,0.6309297535714575,0.6309297535714575,0.6309297535714575,3
serotonin syndrome types of medication,0.1,1.0,1.0,0.36907024642854247,19
is clostridium tetani aerobic,0.0,1.0,1.0,0.0,21
respiration is controlled by which part of the brain,0.3,1.0,1.0,0.5,15
benefits of puzzle books,1.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,1
what is a professional degree,0.4,0.3562071871080222,0.3562071871080222,0.04074231032229342,13
what causes tomato dry rot in tomatoes,0.6,0.6309297535714575,0.6309297535714575,0.27472256646343535,9
how many people attended woodstock,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
how to use footnotes in a paper,0.0,0.6309297535714575,0.5,0.13092975357145753,8
"what county is rossville, ga in?",0.0,1.0,1.0,0.0,21
what causes t cell activation in ms,0.0,1.0,0.6309297535714575,0.36907024642854247,14
what is a hangar,0.2,1.0,1.0,0.6437928128919779,17
nitrogen monoxide,0.95,0.43067655807339306,0.43067655807339306,0.43067655807339306,2
cashmax title loan,0.35,1.0,1.0,0.36907024642854247,14
how to reset number of plays in itunes,0.7,0.3562071871080222,0.3562071871080222,0.022873853774688868,7
is hepatocellular diseases of the liver cancer,1.0,0.43067655807339306,0.43067655807339306,0.43067655807339306,1
mold exposure symptoms does it cause coughing,0.0,1.0,1.0,0.0,21
mold exposure symptoms does it cause coughing,0.0,0.5,0.5,0.0,21
what are .gz files,0.0,1.0,0.6309297535714575,0.36907024642854247,11
can you use peer reviewed article references,0.0,0.0,0.0,0.0,21
meaning of adherence,0.0,1.0,0.5,0.5,9
what causes tears in the eyes,0.1,0.5,0.31546487678572877,0.18453512321427123,10
how many spoons of sugar in tonic water,0.0,0.6309297535714575,0.5,0.13092975357145753,1
what age group is millennials,0.0,0.5,0.31546487678572877,0.18453512321427123,11
weather south carolina in march,0.85,1.0,1.0,0.5693234419266069,4
the ________ of the sound wave refers to the complexity of the wave,0.0,1.0,0.5,0.5,10
what is codepen,0.7,1.0,1.0,0.6666666666666667,7
what is codepen,0.7,0.6309297535714575,0.6309297535714575,0.27472256646343535,7
what big ceo died of cancer recently,0.0,1.0,1.0,0.0,21
is spasmodic dysphonia hereditary,0.4,0.5,0.5,0.16666666666666669,12
biggest horses in the world,0.8,0.6309297535714575,0.5,0.6309297535714575,1
is water finite?,0.0,0.5,0.38685280723454163,0.11314719276545837,1
translation price per word,0.0,1.0,0.6309297535714575,0.36907024642854247,16
translation price per word,0.55,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
translation price per word,0.0,0.5,0.3562071871080222,0.14379281289197782,3
prime rate today is,0.0,1.0,1.0,0.0,21
what all is lyrica used for,0.25,0.3010299956639812,0.0,0.3010299956639812,2
is the cervix removed in most hysterectomies?,0.55,1.0,1.0,0.6131471927654584,10
what causes the actin filaments to slide past the myosin filaments?,0.0,1.0,0.3562071871080222,0.6437928128919779,14
powder green tea side effects,0.8,0.38685280723454163,0.38685280723454163,0.09778798091665375,5
what are tears of joy,0.6,1.0,1.0,0.5693234419266069,9
what are sunspots,0.9,0.6309297535714575,0.6309297535714575,0.6309297535714575,3
neurologists in rapid city sd,0.0,0.43067655807339306,0.3562071871080222,0.07446937096537087,1
neurologists in rapid city sd,0.05,0.43067655807339306,0.43067655807339306,0.04382375083885143,7
how to find the total manufacturing cost,0.5,0.5,0.5,0.16666666666666669,11
walrus pup,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what foods contain sorbitol,0.9,0.5,0.5,0.18453512321427123,3
can you cure a tooth root abscess with just antibiotics,0.9,1.0,1.0,0.6437928128919779,3
what causes swollen hurting ankle and foot,0.0,0.5,0.0,0.5,8
is yahoo mail shutting down?,0.0,1.0,1.0,0.0,21
homozygous recessive,0.15,1.0,1.0,0.36907024642854247,18
what is business process management,0.05,1.0,1.0,0.36907024642854247,20
what does disbursed amount mean,0.15,0.5,0.43067655807339306,0.11314719276545837,2
what episode did the hound die in,0.9,0.6309297535714575,0.6309297535714575,0.6309297535714575,3
most majors won in tennis,0.75,0.2890648263178879,0.0,0.2890648263178879,2
ashland ohio population,0.0,1.0,1.0,0.0,21
t-bone steak meaning,0.5,1.0,1.0,0.7109351736821121,11
meaning of aiden name,0.0,0.43067655807339306,0.3562071871080222,0.07446937096537087,16
what is a phrasal compound?,0.7,1.0,1.0,0.36907024642854247,7
salaries for city of rockford il employees,0.45,1.0,0.5,0.5693234419266069,9
how much does a prius traction battery cost,0.0,1.0,1.0,0.0,21
international definition of a foot,0.05,1.0,0.5,0.5,19
ivf for gender selection cost,0.9,0.5,0.5,0.11314719276545837,3
what causes the earth's temperature to rise,0.0,0.0,0.0,0.0,21
icd code non healing surgical wound,0.0,0.6309297535714575,0.5,0.13092975357145753,13
cost for appliance repair,0.05,1.0,1.0,0.36907024642854247,20
average pay for a title company closer,0.0,1.0,1.0,0.0,21
what does exclusionary rule mean for law enforcement,0.4,1.0,1.0,0.5,13
what is hertz corporation,0.15,1.0,1.0,0.36907024642854247,18
how many weeks are there in a month,0.4,0.5,0.38685280723454163,0.5,2
waht is the main food energy molecule for all cells in the body,0.7,0.3333333333333333,0.31546487678572877,0.3333333333333333,5
pedal definition,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what are causes of inflammation or infections in the lung,0.0,1.0,1.0,0.0,21
"what county is des moines, wa in",0.5,0.5,0.5,0.5,11
what happens if the blood clot falls out,0.0,0.6309297535714575,0.0,0.6309297535714575,1
define humanism theory,0.85,0.5,0.5,0.5,4
embeddedness meaning,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,10
definition of inverse,0.65,1.0,1.0,1.0,8
how many americans suffer with social anxiety,0.8,0.5,0.43067655807339306,0.5,2
identify what pulse oximetry is meassuring,0.95,0.6309297535714575,0.6309297535714575,0.31546487678572877,2
telegraphed definition,1.0,0.6309297535714575,0.6309297535714575,0.2440769463369159,1
task allocation definition,0.5,0.5,0.5,0.06932344192660694,11
what is a pro hormone,0.75,0.38685280723454163,0.38685280723454163,0.38685280723454163,6
oxygen is used by body cells in aerobic respiration,0.0,0.2890648263178879,0.0,0.2890648263178879,1
false statement definition,0.2,1.0,1.0,0.36907024642854247,17
what does operational excellence mean,0.7,1.0,1.0,1.0,7
define capillaries,0.4,1.0,1.0,1.0,13
symptoms of a dry cough,0.85,1.0,1.0,1.0,4
what channel is nbc in atlanta,0.0,1.0,0.31546487678572877,0.6845351232142712,18
"weather in november in limassol, cyprus",0.5,1.0,0.6309297535714575,0.6131471927654584,2
what is imprinted concrete driveways,0.05,1.0,1.0,0.36907024642854247,20
how to sew a baby rag quilt,0.0,0.5,0.3562071871080222,0.14379281289197782,9
how to sew a baby rag quilt,0.8,0.38685280723454163,0.38685280723454163,0.08582281157056043,5
what does enumeration date mean when referring to npi,0.2,1.0,1.0,0.36907024642854247,17
what benefits can knowledge management give a company,0.95,0.5,0.5,0.5,2
what does harm mean,0.75,0.6309297535714575,0.6309297535714575,0.6309297535714575,6
what district is cilegon in?,0.65,1.0,1.0,0.6437928128919779,8
how long do i have to wait to pull the basis out of my roth,1.0,0.43067655807339306,0.43067655807339306,0.43067655807339306,1
list of root vegetables,0.35,0.6309297535714575,0.6309297535714575,0.27472256646343535,13
what happened to the man who shot kris kyle,1.0,0.3562071871080222,0.3562071871080222,0.3562071871080222,1
how to become a cpa in tennessee,0.8,0.5,0.5,0.5,5
how to become a cpa in tennessee,0.85,0.43067655807339306,0.43067655807339306,0.43067655807339306,4
what does bearer stand for,0.45,1.0,1.0,1.0,12
relevant range definition accounting,0.6,0.6309297535714575,0.6309297535714575,0.20025319549806447,9
what is an orthopedic evaluation?,0.0,1.0,1.0,0.0,21
treatment of scar and stretch mark research,0.0,0.0,0.0,0.0,21
treatment of scar and stretch mark research,0.3,0.2890648263178879,0.0,0.2890648263178879,6
can one gas displace another gas,0.0,1.0,0.0,1.0,8
what causes the skin above the eyelid to droop,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
what causes the skin above the eyelid to droop,0.0,0.0,0.0,0.0,21
what causes the skin above the eyelid to droop,0.3,0.38685280723454163,0.31546487678572877,0.09778798091665375,11
napa valley average monthly temperature,0.8,1.0,1.0,0.6131471927654584,5
napa valley average monthly temperature,0.0,0.3010299956639812,0.3010299956639812,0.0,21
napa valley average monthly temperature,0.8,0.3562071871080222,0.3333333333333333,0.022873853774688868,3
what is a compression sleeve used for,0.25,1.0,1.0,0.36907024642854247,16
define fasciitis,0.2,1.0,1.0,0.6437928128919779,17
is generic cialis available with prescription,1.0,0.5,0.5,0.1989700043360188,1
what is an api connector,0.35,1.0,0.43067655807339306,0.5693234419266069,4
calories in whole grain couscous,0.25,0.6309297535714575,0.43067655807339306,0.20025319549806447,1
most of the atp in cellular respiration is generated by,0.2,1.0,0.3333333333333333,0.6666666666666667,9
wan name,0.9,1.0,1.0,1.0,3
what causes the tiny bump on tip of tongue,0.0,1.0,0.6309297535714575,0.36907024642854247,14
special causes of loss coverage,0.95,0.31546487678572877,0.31546487678572877,0.31546487678572877,2
myron meaning of name,0.0,1.0,1.0,0.0,21
is a sham a comforter,0.0,1.0,0.6309297535714575,0.36907024642854247,16
what is in darvocet,0.0,1.0,1.0,0.0,21
how to become a u.s. marshal,1.0,0.5,0.5,0.5,1
is putlocker.ch down,0.0,0.5,0.43067655807339306,0.06932344192660694,3
what causes the transmission fluid to aerate,0.0,0.3333333333333333,0.0,0.3333333333333333,1
what counts as formula on excel,0.9,1.0,1.0,0.6666666666666667,3
speech or language impairment definition,0.0,1.0,1.0,0.0,21
what is derm surgery,0.35,1.0,1.0,0.6845351232142712,14
the chordate invertebrates have what type of nerve cord,0.0,1.0,1.0,0.0,21
Explain what amniocentesis is,0.75,0.5,0.5,0.5,6
phone number for canon printers,0.0,1.0,0.5,0.5,14
standard size of indian wc,0.0,0.0,0.0,0.0,21
what is  tinea,0.05,1.0,1.0,0.5,20
what company originated java?,0.95,1.0,1.0,1.0,2
olive oil negative health effects,0.55,1.0,1.0,0.5693234419266069,10
olive oil negative health effects,0.15,1.0,0.5,0.5,8
what is a co-op atm,0.85,1.0,1.0,0.6131471927654584,4
my allergies are kicking in and im pregnant what can i take,0.3,0.5,0.5,0.06932344192660694,5
my allergies are kicking in and im pregnant what can i take,0.8,1.0,1.0,1.0,5
diseases caused by bacillus cereus,0.05,1.0,0.43067655807339306,0.5693234419266069,16
what causes thin skin as you age,0.0,1.0,0.6309297535714575,0.36907024642854247,16
how can a half-life be used to tell the age of a sample?,0.0,1.0,1.0,0.0,21
lumbar puncture medical definition,0.0,0.6309297535714575,0.38685280723454163,0.2440769463369159,2
what is axona powder packets,0.0,1.0,1.0,0.0,21
what bills has donald trump signed into law,0.0,0.6309297535714575,0.3010299956639812,0.32989975790747633,1
garnett ks population,0.0,0.6309297535714575,0.6309297535714575,0.13092975357145753,16
the definition bid rent,1.0,1.0,1.0,0.5693234419266069,1
phone number for infoscout,0.7,1.0,1.0,0.36907024642854247,7
minimum soldier requirements,0.4,1.0,1.0,1.0,13
what causes thinning of the retina,0.0,1.0,1.0,0.0,21
what causes thinning of the retina,0.0,0.0,0.0,0.0,21
how long does it take for baby fish eggs to hatch,0.55,0.6309297535714575,0.5,0.6309297535714575,4
what caused castleman disease,0.55,0.6309297535714575,0.6309297535714575,0.20025319549806447,10
what are cabinets made of,0.4,1.0,1.0,1.0,13
what are cabinets made of,0.6,0.6309297535714575,0.5,0.6309297535714575,5
is an employer required to pay for 2 weeks notice,0.7,0.6309297535714575,0.6309297535714575,0.31546487678572877,7
what does right wing mean,0.75,1.0,1.0,0.6437928128919779,6
google pacific time,0.0,1.0,0.5,0.5,18
what causes thyroid to enlarge,0.0,0.3333333333333333,0.3333333333333333,0.03230333766935212,7
what causes thyroid to enlarge,0.7,1.0,1.0,1.0,7
what is flagella,0.2,1.0,0.6309297535714575,0.36907024642854247,3
phrase mutually exclusive meaning,0.45,1.0,1.0,0.5693234419266069,12
average range of heart rate for adolescents,0.0,0.43067655807339306,0.0,0.43067655807339306,3
what age do kids need to be to go to dentist,0.65,0.6309297535714575,0.6309297535714575,0.6309297535714575,7
name origin of belcher,0.45,0.6309297535714575,0.5,0.2440769463369159,10
what does wreath mean,0.85,1.0,1.0,1.0,4
gestation period for hares,0.05,1.0,0.5,0.5,10
maltese definition,0.0,0.5,0.31546487678572877,0.18453512321427123,8
what causes tightening in the stomach,0.0,1.0,1.0,0.0,21
is perrigrine falcon extinct,0.7,0.6309297535714575,0.6309297535714575,0.6309297535714575,7
what are hilton hotels,0.05,1.0,1.0,0.5,20
what is dicyclomine used for,0.55,1.0,1.0,0.6437928128919779,10
meaning of agitate,0.0,1.0,0.43067655807339306,0.5693234419266069,16
what is a medical gas,1.0,1.0,1.0,1.0,1
what channel is american horror story on,0.0,0.6309297535714575,0.3562071871080222,0.27472256646343535,4
what causes tongue deviation,0.0,0.38685280723454163,0.0,0.38685280723454163,10
"what county is staten island, ny in?",0.8,0.3562071871080222,0.3333333333333333,0.0671423607901343,3
hsn code for automobiles parts in india,0.75,0.5,0.5,0.11314719276545837,6
how to teach baby to come down the stairs,0.3,0.3333333333333333,0.3333333333333333,0.044268507015445435,11
tanka meaning,0.85,1.0,1.0,0.6845351232142712,4
is chromium safe browser,0.4,1.0,1.0,0.5,13
what does an advertising and marketing manager do,0.95,0.2890648263178879,0.2890648263178879,0.2890648263178879,2
what does an advertising and marketing manager do,0.0,1.0,0.6309297535714575,0.36907024642854247,19
biblical definition of equity,1.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,1
what are the characteristics of sociopath,0.8,0.5,0.31546487678572877,0.21093517368211212,1
what causes tonsils to turn black and die,0.6,1.0,0.6309297535714575,0.36907024642854247,7
if you are driving slow on interstate which lane do u use,0.0,0.5,0.43067655807339306,0.11314719276545837,7
what are the two major functions of a dialyzer?,0.8,0.5,0.3562071871080222,0.5,1
what does freight collect means,0.0,0.6309297535714575,0.6309297535714575,0.13092975357145753,9
what date was the virginia convention,0.0,1.0,0.6309297535714575,0.36907024642854247,4
what county is pomona ny,0.55,1.0,1.0,0.6666666666666667,10
what county is dillsburg pa,1.0,1.0,1.0,0.6666666666666667,1
connecticut post subscription phone number,1.0,0.5,0.5,0.5,1
what food contains bifidobacterium,0.0,0.43067655807339306,0.3562071871080222,0.07446937096537087,19
us bank hours glenway,0.2,1.0,1.0,0.36907024642854247,17
what color is charcoal,0.6,1.0,1.0,0.36907024642854247,9
what is gist,0.05,1.0,0.6309297535714575,0.36907024642854247,11
what is an assent form,0.7,0.38685280723454163,0.38685280723454163,0.07138793044881286,7
whale ornament,0.65,0.6309297535714575,0.6309297535714575,0.27472256646343535,8
average cost of radiation treatments,0.6,1.0,1.0,0.5693234419266069,9
