Query,Dataset,Failure Type,Doc in Top-5
what is the circle of willis,ms_marco,Ranking Error,1
what is a vacuum breaker,ms_marco,Ranking Error,1
what is prader willi syndrome caused by,ms_marco,Ranking Error,1
what is potassium nitrate found in,ms_marco,Ranking Error,1
what instruments do the kruger brothers play,ms_marco,Semantic Miss,0
how old must a child be to have a simple ira account,ms_marco,Ranking Error,1
what is echocardiogram test,ms_marco,Semantic Miss,0
what does the planets aligning mean,ms_marco,Ranking Error,1
where are the savannas in africa,ms_marco,Semantic Miss,0
where mangroves are generally found,ms_marco,Ranking Error,1
what is the meaning of grapevine,ms_marco,Ranking Error,1
why do we need to take a bmi test,ms_marco,Ranking Error,1
what is the difference in a regular minor and a harmonic minor in music,ms_marco,Semantic Miss,0
define noun phrase,ms_marco,Semantic Miss,0
where is buenos aires located in argentina,ms_marco,Ranking Error,1
what is human reproduction,ms_marco,Ranking Error,1
what type of contact is HIb,ms_marco,Ranking Error,1
what is the primary function of the thyroid hormones quizlet,ms_marco,Lexical Miss,0
what does wheatgrass do,ms_marco,Ranking Error,1
hand surgeon average salary,ms_marco,Ranking Error,1
what is copper good for,ms_marco,Semantic Miss,0
when did first wave feminism begin,ms_marco,Ranking Error,1
neutrophil normal range,ms_marco,Ranking Error,1
what is average markup percentage in retail,ms_marco,Ranking Error,1
what system are affected by heart diseases,ms_marco,Ranking Error,1
what is silicon element classification,ms_marco,Ranking Error,1
what is a nailery?,ms_marco,Ranking Error,1
what is a synapse in biology,ms_marco,Ranking Error,1
covalent bonds in dna are made of what,ms_marco,Ranking Error,1
how to be invulnerable in life,ms_marco,Ranking Error,1
where can i sell my baby stuff pensa,ms_marco,Ranking Error,1
What temperature should you reheat lasagna to,ms_marco,Ranking Error,1
which chromosome is huntington's disease found on,ms_marco,Semantic Miss,0
how much does a phlebotomy technician make,ms_marco,Ranking Error,1
how to remove password protection from excel,ms_marco,Ranking Error,1
artridol what is,ms_marco,Ranking Error,1
what is the meaning of something inside so strong,ms_marco,Lexical Miss,0
what is rh positive blood type mean,ms_marco,Ranking Error,1
is gelatin good for digestion,ms_marco,Ranking Error,1
what is barbacoa in what region does this originate,ms_marco,Ranking Error,1
what can you do if your employer fails to pay you,ms_marco,Ranking Error,1
cost tarmac driveway repair,ms_marco,Semantic Miss,0
what does means prostate,ms_marco,Ranking Error,1
how to sell my script,ms_marco,Ranking Error,1
how to find calculated t value,ms_marco,Lexical Miss,0
does aecom pay interns,ms_marco,Ranking Error,1
the greatest relative pressure change in sea water takes place between _____ and _____ meters.,ms_marco,Ranking Error,1
what is websense,ms_marco,Lexical Miss,0
what disease is classified hiv,ms_marco,Ranking Error,1
what are the causes of shortness of breath,ms_marco,Semantic Miss,0
what is antimony pentafluoride used for,ms_marco,Lexical Miss,0
what does ounce mean,ms_marco,Ranking Error,1
how long does it take to qualify for a home loan,ms_marco,Ranking Error,1
hydronic heating cost,ms_marco,Ranking Error,1
what symmetry means,ms_marco,Ranking Error,1
is barcelona expensive,ms_marco,Semantic Miss,0
how to check what ram i have windows 7,ms_marco,Ranking Error,1
what kind of fossil is a petoskey stone,ms_marco,Ranking Error,1
cost of turtle trip zante,ms_marco,Ranking Error,1
definition of muscle pain,ms_marco,Semantic Miss,0
how to calculate how many litres in my pool,ms_marco,Semantic Miss,0
what is uranus major moon called,ms_marco,Semantic Miss,0
oakwood university tuition cost,ms_marco,Ranking Error,1
what does ikat mean,ms_marco,Ranking Error,1
statistics on energy consumption in the united states,ms_marco,Ranking Error,1
The visual cortex of the brain is located towards the:,ms_marco,Ranking Error,1
symbolic archetype definition,ms_marco,Ranking Error,1
total movement cash summary,ms_marco,Ranking Error,1
what is tcci indicator,ms_marco,Ranking Error,1
what kind of guitar does ray lamontagne play,ms_marco,Ranking Error,1
how to take that irritated feeling away from shingles,ms_marco,Ranking Error,1
how many years do you sleep in a lifetime,ms_marco,Lexical Miss,0
what is bigger system or organism,ms_marco,Ranking Error,1
warrior archetype definition,ms_marco,Ranking Error,1
definition lethargy,ms_marco,Ranking Error,1
where is stone barn castle located,ms_marco,Ranking Error,1
In US dollars what is the most money ever paid for a bluefin tuna in Japan,ms_marco,Lexical Miss,0
which blood type occurs most frequently,ms_marco,Ranking Error,1
why did they make the eiffel tower,ms_marco,Lexical Miss,0
what are the function of the lymphatic vessels,ms_marco,Ranking Error,1
where is sandon,ms_marco,Ranking Error,1
what does the name cierra mean,ms_marco,Ranking Error,1
how old should a dog be to start breeding,ms_marco,Semantic Miss,0
how much does architectural cement board planks cost,ms_marco,Semantic Miss,0
jaw points of movement snakes definition,ms_marco,Semantic Miss,0
how many miles is the grand canyon from las vegas,ms_marco,Semantic Miss,0
meaning of the name ethan,ms_marco,Ranking Error,1
how quickly can you get pregnant after the implant,ms_marco,Ranking Error,1
average cost trash pickup,ms_marco,Ranking Error,1
what is locking hardwood,ms_marco,Ranking Error,1
what type of lake is lake victoria,ms_marco,Ranking Error,1
what is a bothy,ms_marco,Ranking Error,1
is bp stock a good investment,ms_marco,Ranking Error,1
what is ashwagandha herb good for,ms_marco,Ranking Error,1
how much is an lady americana mattress worth,ms_marco,Ranking Error,1
does playing tennis burn calories,ms_marco,Ranking Error,1
average price of a kayak pool,ms_marco,Ranking Error,1
weather in bali in august,ms_marco,Ranking Error,1
average cost to live in an apartment,ms_marco,Semantic Miss,0
what types of materials make good conductors,ms_marco,Semantic Miss,0
what does transpiration do for a plant,ms_marco,Lexical Miss,0
how much does a acre of land cost in apalachin ny cost,ms_marco,Ranking Error,1
is a subpoena a court order,ms_marco,Ranking Error,1
what is parkerized finish,ms_marco,Semantic Miss,0
disruptive dysfunctional mood disorder,ms_marco,Ranking Error,1
how many types of slugs are there,ms_marco,Ranking Error,1
what is sfogliatelle,ms_marco,Ranking Error,1
how long does it take baby spiders to hatch,ms_marco,Ranking Error,1
what is marketing myopia,ms_marco,Ranking Error,1
how much does it cost to join the masters golf club,ms_marco,Ranking Error,1
where does the word clew come from,ms_marco,Ranking Error,1
where is endometrial ablation performed,ms_marco,Semantic Miss,0
what is the salary for a flight attendant,ms_marco,Ranking Error,1
how long should hair be to dread,ms_marco,Semantic Miss,0
what is ring fencing,ms_marco,Ranking Error,1
how much tax deducted from salary,ms_marco,Ranking Error,1
what does wt mean in texting,ms_marco,Ranking Error,1
zweitstudium what is,ms_marco,Ranking Error,1
does the coast guard have free housing,ms_marco,Ranking Error,1
aida name has what nationality,ms_marco,Lexical Miss,0
ingredients of diphtheria tetanus vaccine,ms_marco,Ranking Error,1
what does the name liberty mean,ms_marco,Ranking Error,1
what diseases do mice carry in nz,ms_marco,Ranking Error,1
what are pickles good for,ms_marco,Ranking Error,1
does smell based memory affect the thalamus?,ms_marco,Ranking Error,1
what is lifi,ms_marco,Ranking Error,1
what is puush,ms_marco,Ranking Error,1
How to Unfriend on Facebook Without Offending,ms_marco,Ranking Error,1
which was the most significant effect of the european enlightenment period,ms_marco,Ranking Error,1
what is bowland hodder shale,ms_marco,Ranking Error,1
what is the compressibility factor,ms_marco,Ranking Error,1
when is the school summer break in texas,ms_marco,Lexical Miss,0
what constitutes a firewall,ms_marco,Ranking Error,1
what phase of the cell cycle is the genome replicated,ms_marco,Ranking Error,1
what are examples of VOCs,ms_marco,Ranking Error,1
how much schooling for scrub tech,ms_marco,Ranking Error,1
will ibuprofen hurt my liver,ms_marco,Semantic Miss,0
how long do people on dialysis tend to live,ms_marco,Semantic Miss,0
SNP definition,ms_marco,Ranking Error,1
what is marketing support,ms_marco,Ranking Error,1
weekly cost of agisting horses,ms_marco,Ranking Error,1
tartrazine what is it,ms_marco,Semantic Miss,0
how much do attorneys charge to register a trademark,ms_marco,Ranking Error,1
what is travel retail industry,ms_marco,Ranking Error,1
who is the protagonist in lysistrata,ms_marco,Semantic Miss,0
how did the Athenians differ from the spartans in their views on education and military training according to pericles,ms_marco,Lexical Miss,0
frequency is to amplitude as,ms_marco,Ranking Error,1
average cost of tiling a shower,ms_marco,Ranking Error,1
how do i delete photos from my auto backup,ms_marco,Semantic Miss,0
can cancer treatment affect a man's metabolism,ms_marco,Ranking Error,1
what are symptoms for chlamydia,ms_marco,Ranking Error,1
what causes inflamed lymph nodes in abdomen,ms_marco,Ranking Error,1
do blue whales have a predator,ms_marco,Ranking Error,1
peripheral nervous is part of what system,ms_marco,Semantic Miss,0
what moves vesicles and organelles throughout the organelle,ms_marco,Ranking Error,1
where is covenant college,ms_marco,Ranking Error,1
bu measurement conversion in kg,ms_marco,Ranking Error,1
organism that causes paralytic shellfish poisoning,ms_marco,Semantic Miss,0
when did the masking tape come out,ms_marco,Lexical Miss,0
where is bilbao in spain is it near the coast,ms_marco,Ranking Error,1
how does a seafloor volcano create an island,ms_marco,Semantic Miss,0
what is gram-negative intracellular diplococci,ms_marco,Ranking Error,1
what is a gold level ncrc,ms_marco,Ranking Error,1
ocwen mortgage phone number customer service,ms_marco,Ranking Error,1
cost of drywall installation per square foot,ms_marco,Ranking Error,1
what year did apple start,ms_marco,Ranking Error,1
where is megiddo on the map,ms_marco,Ranking Error,1
Why is it called scandinavia,ms_marco,Ranking Error,1
is saffron poisonous,ms_marco,Ranking Error,1
howard university gpa to get in,ms_marco,Ranking Error,1
what does the nucleus basalis do,ms_marco,Lexical Miss,0
when did the new zealand flag come into being,ms_marco,Ranking Error,1
what is fungi,ms_marco,Ranking Error,1
what does ibg stand for banking,ms_marco,Ranking Error,1
biological therapy definition,ms_marco,Ranking Error,1
what is public health model,ms_marco,Semantic Miss,0
brand of vitamins called zinc balance blue label,ms_marco,Ranking Error,1
how much did it cost to build the sydney opera house,ms_marco,Ranking Error,1
How much is platinum?,ms_marco,Ranking Error,1
rampersaud surname origin,ms_marco,Ranking Error,1
what is naive,ms_marco,Ranking Error,1
must pay employee within certain amount of time after discharge,ms_marco,Ranking Error,1
what is ethylene oxide used for,ms_marco,Ranking Error,1
what amendment was the prohibition act,ms_marco,Ranking Error,1
what direction does the spleen do,ms_marco,Semantic Miss,0
can you get sliding wardrobes doors in different heights,ms_marco,Lexical Miss,0
where does the main aorta run the body,ms_marco,Semantic Miss,0
definition occupational therapy,ms_marco,Ranking Error,1
what is mfr,ms_marco,Ranking Error,1
what does rust on furnace mean?,ms_marco,Ranking Error,1
what is brabus,ms_marco,Ranking Error,1
what foods did ancient greeks eat,ms_marco,Lexical Miss,0
blood is classified as,ms_marco,Ranking Error,1
what province is wonderboom,ms_marco,Ranking Error,1
parrot scientific name,ms_marco,Ranking Error,1
what is normal body temp for a baby,ms_marco,Ranking Error,1
average salary for financial analyst,ms_marco,Ranking Error,1
what is a retroperitoneal mass definition,ms_marco,Ranking Error,1
average cost to rescreen pool enclosure,ms_marco,Semantic Miss,0
what is the difference between sms and mms,ms_marco,Ranking Error,1
what is a burrito,ms_marco,Ranking Error,1
what causes a collapsed lung in a teenager,ms_marco,Ranking Error,1
what keeps the moon orbiting the earth,ms_marco,Semantic Miss,0
what is a stereocenter,ms_marco,Ranking Error,1
what is the relationship between a gene a dna molecule and a protein,ms_marco,Ranking Error,1
what language do they speak in iran,ms_marco,Semantic Miss,0
average salary first year lawyer,ms_marco,Ranking Error,1
what is palm sugar used for,ms_marco,Ranking Error,1
what is housemaids knee,ms_marco,Ranking Error,1
where does the word anorexia nervosa come from,ms_marco,Ranking Error,1
why are frequent monitoring of diabetes important,ms_marco,Semantic Miss,0
what functional group is adipoyl chloride,ms_marco,Ranking Error,1
what disabilities are intellectual disabilities,ms_marco,Semantic Miss,0
what should the temp be inside a refrigerator,ms_marco,Ranking Error,1
what should normal diabetes glucose levels be,ms_marco,Ranking Error,1
what is food grade mineral oil,ms_marco,Ranking Error,1
what makes a fossil an index fossil,ms_marco,Ranking Error,1
average cost of sweater,ms_marco,Ranking Error,1
oklahoma driver license cost,ms_marco,Ranking Error,1
what happens if you're buried alive,ms_marco,Ranking Error,1
how many students take the act annually,ms_marco,Ranking Error,1
oculomotor nerve definition,ms_marco,Semantic Miss,0
why do road crews use road salt in the winter months to treat icy roads,ms_marco,Ranking Error,1
what is midazolam versed,ms_marco,Ranking Error,1
what is worm juice,ms_marco,Ranking Error,1
average velocity definition,ms_marco,Ranking Error,1
