dataset,query_idx,query_type,system,query,recall@1,recall@3,recall@5,mrr,latency_ms
MS-MARCO,1270,exact,dense,meaning of the name lindze,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1271,exact,dense,does cat litter reduce humidity in home,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1272,exact,dense,what is a gyroscope,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1273,exact,dense,what is quartz used in kitchen countertops,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1274,exact,dense,is cowan a common name,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1275,exact,dense,salary it manager desktop support,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1276,exact,dense,what food has vitamin e,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1277,exact,dense,what three kinds of tissue do meristems develop into,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1278,exact,dense,how long to cook burgers on bbq,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1279,exact,dense,what does guava candy taste like,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1280,exact,dense,what muscles does deadlift work,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1281,exact,dense,average cost of a dental bridge,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1282,exact,dense,when did daylight saving start,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1283,exact,dense,what does the name dagon mean,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1284,exact,dense,is emulsifier lecithin halal,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1285,exact,dense,what is autoimmune liver hepatitis,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1286,exact,dense,cooked hamburger temp,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1287,exact,dense,who wrote the ukrainian anthem,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1288,exact,dense,hyaline cartilage consists of specialized cells called,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1289,exact,dense,what is the upper curved border of the ilium called,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1290,exact,dense,contagious infectious diseases,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1291,exact,dense,what is charmeuse fabric,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1292,exact,dense,definition of osseous,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1293,exact,dense,why does a dog chew on a stick,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1294,exact,dense,how long does it take to get passport renewed,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1295,exact,dense,do prokaryotes reproduce by budding,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1296,exact,dense,how to help riften skyrim,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1297,exact,dense,what is pos system in hotels,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1298,exact,dense,what are amalgam filling made of,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1299,exact,dense,are galapagos islands safe,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1300,exact,dense,explain the dawes act,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1301,exact,dense,l'habitat definition,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1302,exact,dense,what kind of character is thimbletack,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1303,exact,dense,what type of political system does the us have,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1304,exact,dense,does gout crystals itch,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1305,exact,dense,cost of living in a condo in california,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1306,exact,dense,what is mastocytosis disease,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1307,exact,dense,how to stop facial hair from growing back so fast,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1308,exact,dense,what is a normal iq,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1309,exact,dense,is hemp marijuana,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1310,exact,dense,what does incited mean,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1311,exact,dense,what temperature for breeding kribs,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1312,exact,dense,can a person with a green card get disability,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1313,exact,dense,what is promethazine hydrochloride and codeine phosphate syrup,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1314,exact,dense,how many weeks pay for maternity leave,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1315,exact,dense,when can i separate my hostas,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1316,exact,dense,what county is yellowstone in,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1317,exact,dense,oona name meaning,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1318,exact,dense,what is angio,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1319,exact,dense,what is appendicular skeleton,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1320,exact,dense,example of when a clinical psychologist would need data interpretation,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1321,exact,dense,inflamed muscles symptoms,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1322,exact,dense,what age can a yorkie breed,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1323,exact,dense,what is a lessee,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1324,exact,dense,average surgeon salary,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1325,exact,dense,what is bioarchaeology,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1326,exact,dense,in a standard normal distribution the mean is,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1327,exact,dense,what is considered a seizure of person under the fourth amendment,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1328,exact,dense,what does bullous emphysema suggest,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1329,exact,dense,how long does it take for a windmill to pay for itself,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1330,exact,dense,how long do radio waves to get to venus from earth,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1331,exact,dense,where was pavel constantin born,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1332,exact,dense,The visual cortex of the brain is located towards the:,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1333,exact,dense,what are characteristics of a republic government,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1334,exact,dense,how much does a cat ultrasound cost,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1335,exact,dense,what exactly is fistula,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1336,exact,dense,average home price san diego,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1337,exact,dense,what is the abiotic petroleum genesis theory,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1338,exact,dense,average non management pay at american airlines,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1339,exact,dense,what is the purpose of antibodies in your immune system,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1340,exact,dense,when did the provisional government fall,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1341,exact,dense,what happens to bacteria trapped inside a white blood cell,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1342,exact,dense,where is arizona located,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1343,exact,dense,how long is the average nfl career,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1344,exact,dense,how to healthy season baked salmon,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1345,exact,dense,meaning of name mark,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1346,exact,dense,average soccer player salary in the world,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1347,exact,dense,what are some plants from the rainforest,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1348,exact,dense,what is acerola,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1349,exact,dense,is there a website to check comma usage,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1350,exact,dense,what causes radioactive pollution,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1351,exact,dense,incubation period for mumps for kids,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1352,exact,dense,salary and wage,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1353,exact,dense,common causes of burning sensation in the tongue,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1354,exact,dense,how does eating healthy help you,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1355,exact,dense,how do i open pictures in windows media player,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1356,exact,dense,how many people get aids a year,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1357,exact,dense,what is electrotherapy used for,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1358,exact,dense,wife of pierre trudeau,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1359,exact,dense,why do we need to take a bmi test,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1360,exact,dense,where is boonville indiana,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1361,exact,dense,cost of garage door openers installed,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1362,exact,dense,what is in allium root tip,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1363,exact,dense,how is hailstone formed,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1364,exact,dense,what makes cacao nibs healthy,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1365,exact,dense,what is pepper,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1366,exact,dense,how much cost to lay laminate flooring,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1367,exact,dense,average length of a granite slab,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1368,exact,dense,is chuck e cheese still popular,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1369,exact,dense,can a roth ira lower my taxes,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1370,exact,dense,average cost of physician assistant school,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1371,exact,dense,hourly salary at homegoods,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1372,exact,dense,how much do bodybuilders make,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1373,exact,dense,how much is aaa per month,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1374,exact,dense,what is the meaning of atharva veda,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1375,exact,dense,why did the anzacs land at gallipoli,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1376,exact,dense,how much sugar should i consume a day,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1377,exact,dense,how much does a colorbond fence cost,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1378,exact,dense,what is a heightened sense of smell a symptom of,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1379,exact,dense,what are bile salts used for,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1380,exact,dense,causes for kidney stones,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1381,exact,dense,cost per class of university of chicago,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1382,exact,dense,price for hardwood floor refinishing,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1383,exact,dense,is mount baker active,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1384,exact,dense,what is the basic function of the hindbrain (brainstem),0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1385,exact,dense,liquid biocell life cost per month?,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1386,exact,dense,what does sidhe mean,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1387,exact,dense,temperature range of the ocean,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1388,exact,dense,how long would it take to go to planet nine,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1389,exact,dense,can wolves die from disease,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1390,exact,dense,how long does a hep a vaccine last,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1391,exact,dense,what is omics,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1392,exact,dense,what was the supreme court decision in korematsu vs us,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1393,exact,dense,un applying ipsas: the cost and benefits,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1394,exact,dense,what is papaver somniferum,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1395,exact,dense,how long do i cook brown rice in the microwave,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1396,exact,dense,what is a variation definition,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1397,exact,dense,what is veritek material,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1398,exact,dense,what was the goal of the prohibition movement,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1399,exact,dense,what is greta van susteren salary,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1400,exact,dense,negative side effects of lumigan,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1401,exact,dense,What is the name of food that the plants cells make,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1402,exact,dense,where is madgaon,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1403,exact,dense,what time was treaty of versailles signed at,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1404,exact,dense,what tissues are in the diaphragm respiratory system,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1405,exact,dense,what is the color of urine of a diabetes insipidus person,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1406,exact,dense,what is amba sauce,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1407,exact,dense,what qualifications do you need to be an occupational therapist,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1408,exact,dense,how big should should my ceiling fan be,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1409,exact,dense,how long does it take to get a degree in addiction counseling online,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1410,exact,dense,how much are zhu zhu pets,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1411,exact,dense,what do transcription factors do in eukaryotic cells,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1412,exact,dense,average temps for fairbanks alaska,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1413,exact,dense,what is the main goal of any business,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1414,exact,dense,cell types are specifically responsible for humoral immunity,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1415,exact,dense,what instruments are used in orchestra,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1416,exact,dense,why do i constantly hum,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1417,exact,dense,how long to cook roast beef per pound,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1418,exact,dense,what is clove spice,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1419,exact,dense,different types of herring,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1420,exact,dense,what is a map projection,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1421,exact,dense,what is a disease that affects the digestive system,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1422,exact,dense,cost per kwh,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1423,exact,dense,estimate cost to tile a shower,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1424,exact,dense,hardware requirements for ecommerce website,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1425,exact,dense,what kind of name is kilik,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1426,exact,dense,what does noblesse oblige mean,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1427,exact,dense,how much digital perm cost,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1428,exact,dense,how do you get rid of eczema on your buttocks,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1429,exact,dense,what is cloudfront,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1430,exact,dense,how long does it take for a broken leg on a dog to heal,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1431,exact,dense,what is the minimum temperature for an office environment,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1432,exact,dense,what county is walnut il in,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1433,exact,dense,how much money did you get in wedding gifts yahoo answers,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1434,exact,dense,average cost of dry ice per pound,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1435,exact,dense,what is in LSD,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1436,exact,dense,Why did many slaves travel immediately after gaining freedom,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1437,exact,dense,robert hooke invented the light microscope,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1438,exact,dense,what zone is arlington wa,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1439,exact,dense,what type of pathogen is ebola,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1440,exact,dense,cost of average wedding dress,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1441,exact,dense,is pope francis saying priests should marry?,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1442,exact,dense,what do langerhans cells do,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1443,exact,dense,how thick does concrete need to be garden wall,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1444,exact,dense,how much pay for supply chain managers make,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1445,exact,dense,how much protein does a person need,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1446,exact,dense,is cellulose considered a energy source,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1447,exact,dense,price per square foot for log homes,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1448,exact,dense,average temp budapest october,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1449,exact,dense,cost of fence installation,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1450,exact,dense,what is belching,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1451,exact,dense,hypnotic ability psychology definition,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1452,exact,dense,what was the purpose of the dawes act,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1453,exact,dense,what is markup language,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1454,exact,dense,what is commercial theatre,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1455,exact,dense,how to send certified mail,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1456,exact,dense,what does transpiration do for a plant,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1457,exact,dense,is selleck a cornish surname,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1458,exact,dense,how.much do you tip.for.a buffet,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1459,exact,dense,how to handle exception in powershell,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1460,exact,dense,where is budapest located on a world map,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1461,exact,dense,how far is 4 miles in km,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1462,exact,dense,what helps hangovers,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1463,exact,dense,copenhagen temperatures october,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1464,exact,dense,what is structural protein,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1465,exact,dense,supervolcano definition,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1466,exact,dense,annual salary of a forensic scientist in texas,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1467,exact,dense,are there inherited ira early withdrawal penalties,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1468,exact,dense,meanings of the name lauren,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1469,exact,dense,how much does it cost to get a mold inspection,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1470,exact,dense,how much profit does a subway franchise make,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1471,exact,dense,how long do tax liens stay on credit report,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1472,exact,dense,what rank is above a colonel,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1473,exact,dense,define adaptive immunity,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1474,exact,dense,what is fip in cats,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1475,exact,dense,what function does your adrenal gland control,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1476,exact,dense,www what is the meaning of my name is preethi,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1477,exact,dense,how much should I charge for floor polishing,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1478,exact,dense,how to solve an equation for x in terms of y,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1479,exact,dense,what causes pimples,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1480,exact,dense,what does a adjective mean,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1481,exact,dense,what does amino fuel do,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1482,exact,dense,what is a duchy,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1483,exact,dense,what is a cryogenic thermoplastic,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1484,exact,dense,what is the genus and species of ant,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1485,exact,dense,how to prepare and cook a filet mignon,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1486,exact,dense,meaning of constitution,0.0,1.0,1.0,0.5,0.2739
MS-MARCO,1487,exact,dense,what is a pole hem on a flag,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1488,exact,dense,how do you cook sweet potatoes in the microwave,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1489,exact,dense,how long should i cook a ribeye steak,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1490,exact,dense,in what types of cells are chloroplasts found,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1491,exact,dense,what is BMW welt,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1492,exact,dense,what are the parts of dna and rna,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1493,exact,dense,how much is the entry fee to the bisbee,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1494,exact,dense,what is the difference in a regular minor and a harmonic minor in music,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1495,exact,dense,volleyball court measurement in meters,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1496,exact,dense,electrolyte definition chemistry example,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1497,exact,dense,what does ADH do,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1498,exact,dense,what parts of capers are used in food,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1499,exact,dense,what is considered a raised temperature,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1500,exact,dense,how much does it cost per square foot to install hardwood floors,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1501,exact,dense,rotor and pad replacement cost,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1502,exact,dense,what type of glass are commercial windows made of,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1503,exact,dense,how often should a mammogram be done,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1504,exact,dense,what is balkans,0.0,0.0,1.0,0.2,0.2739
MS-MARCO,1505,exact,dense,what is the starting median salary for a actress,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1506,exact,dense,arizona unemployment contact phone number,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1507,exact,dense,sinew definition,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1508,exact,dense,average carbs per day female,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1509,exact,dense,where is kenny dam road in bc,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1510,exact,dense,what are two defining characteristics of vitamins,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1511,exact,dense,which amendment allows voting,0.0,1.0,1.0,0.3333333333333333,0.2739
MS-MARCO,1512,exact,dense,what is another name for femur,0.0,0.0,0.0,0.0,0.2739
MS-MARCO,1513,exact,dense,what does contemporaneous mean,1.0,1.0,1.0,1.0,0.2739
MS-MARCO,1514,exact,dense,how many points to suspend license in bc,0.0,0.0,1.0,0.25,0.2739
MS-MARCO,1515,exact,dense,what is a ridge,0.0,0.0,1.0,0.25,0.2739
